Location,Latitude,Longitude,Multi-Story?,Total Insured Value,Premium,Losses - Non Catastrophe,PolicyYear,At Risk?,Risk Category,Region,Year Hurricane Encounters,PolicyResultLookup,LocationLookup
71,30.8,-30.3,Yes,"2,144,050","9,838",0,2000, At Risk ,Low Risk,South,0,2000 - 71,30.8-30.3
71,30.8,-30.3,Yes,"2,178,569","10,034",0,2001, At Risk ,Low Risk,South,0,2001 - 71,30.8-30.3
71,30.8,-30.3,Yes,"2,213,862","10,235",0,2002, At Risk ,Low Risk,South,0,2002 - 71,30.8-30.3
71,30.8,-30.3,Yes,"2,266,774","10,440",0,2003, At Risk ,Low Risk,South,0,2003 - 71,30.8-30.3
71,30.8,-30.3,Yes,"2,303,042","10,649","39,462",2004, At Risk ,Low Risk,South,0,2004 - 71,30.8-30.3
71,30.8,-30.3,Yes,"2,347,951","10,861","104,839",2005, At Risk ,Low Risk,South,0,2005 - 71,30.8-30.3
71,30.8,-30.3,Yes,"2,385,988","11,079",0,2006, At Risk ,Low Risk,South,0,2006 - 71,30.8-30.3
71,30.8,-30.3,Yes,"2,422,016","11,300",0,2007, At Risk ,Low Risk,South,0,2007 - 71,30.8-30.3
71,30.8,-30.3,Yes,"2,470,457","11,526",0,2008, At Risk ,Low Risk,South,0,2008 - 71,30.8-30.3
71,30.8,-30.3,Yes,"2,001,923","11,753",0,2009, At Risk ,Low Risk,South,0,2009 - 71,30.8-30.3
72,30.8,-30.3,Yes,"2,085,920","11,992",0,2010, At Risk ,Low Risk,South,0,2010 - 72,30.8-30.3
72,30.8,-30.3,Yes,"2,446,698","12,232",0,2011, At Risk ,Low Risk,South,0,2011 - 72,30.8-30.3
72,30.8,-30.3,Yes,"2,504,946","12,476",0,2012, At Risk ,Low Risk,South,0,2012 - 72,30.8-30.3
72,30.8,-30.3,Yes,"2,697,746","12,726",0,2013, At Risk ,Low Risk,South,0,2013 - 72,30.8-30.3
72,30.8,-30.3,Yes,"2,739,021","12,980",0,2014, At Risk ,Low Risk,South,0,2014 - 72,30.8-30.3
72,30.8,-30.3,Yes,"2,796,815","13,240",0,2015, At Risk ,Low Risk,South,0,2015 - 72,30.8-30.3
72,30.8,-30.3,Yes,"2,851,912","13,505",0,2016, At Risk ,Low Risk,South,0,2016 - 72,30.8-30.3
73,22.3,-33,Yes,"1,636,058","11,834",0,1982, At Risk ,Low Risk,South,0,1982 - 73,22.3-33
73,22.3,-33,Yes,"1,670,579","12,071",0,1983, At Risk ,Low Risk,South,0,1983 - 73,22.3-33
73,22.3,-33,Yes,"1,705,996","12,312",0,1984, At Risk ,Low Risk,South,0,1984 - 73,22.3-33
73,22.3,-33,Yes,"1,740,115","12,559",0,1985, At Risk ,Low Risk,South,1,1985 - 73,22.3-33
73,22.3,-33,Yes,"1,767,609","12,810",0,1986, At Risk ,Low Risk,South,0,1986 - 73,22.3-33
73,22.3,-33,Yes,"1,801,547","13,066",0,1987, At Risk ,Low Risk,South,0,1987 - 73,22.3-33
73,22.3,-33,Yes,"1,833,795","13,327",0,1988, At Risk ,Low Risk,South,0,1988 - 73,22.3-33
73,22.3,-33,Yes,"1,878,906","13,594",0,1989, At Risk ,Low Risk,South,0,1989 - 73,22.3-33
73,22.3,-33,Yes,"1,920,430","13,866",0,1990, At Risk ,Low Risk,South,0,1990 - 73,22.3-33
73,22.3,-33,Yes,"1,949,429","14,143","105,648",1991, At Risk ,Low Risk,South,0,1991 - 73,22.3-33
73,22.3,-33,Yes,"1,978,670","14,426",0,1992, At Risk ,Low Risk,South,0,1992 - 73,22.3-33
73,22.3,-33,Yes,"2,025,169","14,714",0,1993, At Risk ,Low Risk,South,0,1993 - 73,22.3-33
73,22.3,-33,Yes,"2,062,230","15,009",0,1994, At Risk ,Low Risk,South,0,1994 - 73,22.3-33
74,22.3,-33,Yes,"2,146,981","15,615",0,1996, At Risk ,Low Risk,South,0,1996 - 74,22.3-33
74,22.3,-33,Yes,"2,198,938","15,927",0,1997, At Risk ,Low Risk,South,0,1997 - 74,22.3-33
74,22.3,-33,Yes,"2,250,613","16,246",0,1998, At Risk ,Low Risk,South,0,1998 - 74,22.3-33
74,22.3,-33,Yes,"2,293,599","16,571",0,1999, At Risk ,Low Risk,South,0,1999 - 74,22.3-33
74,22.3,-33,Yes,"2,337,866","16,902",0,2000, At Risk ,Low Risk,South,0,2000 - 74,22.3-33
74,22.3,-33,Yes,"2,396,079","17,240",0,2001, At Risk ,Low Risk,South,0,2001 - 74,22.3-33
74,22.3,-33,Yes,"2,435,374","17,585",0,2002, At Risk ,Low Risk,South,0,2002 - 74,22.3-33
74,22.3,-33,Yes,"2,476,289","17,937",0,2003, At Risk ,Low Risk,South,0,2003 - 74,22.3-33
74,22.3,-33,Yes,"2,515,167","18,295",0,2004, At Risk ,Low Risk,South,0,2004 - 74,22.3-33
75,22.3,-33,Yes,"2,557,421","18,661",0,2005, At Risk ,Low Risk,South,0,2005 - 75,22.3-33
75,22.3,-33,Yes,"2,618,799","19,035",0,2006, At Risk ,Low Risk,South,0,2006 - 75,22.3-33
75,22.3,-33,Yes,"2,664,628","19,415",0,2007, At Risk ,Low Risk,South,0,2007 - 75,22.3-33
75,22.3,-33,Yes,"2,714,457","19,804",0,2008, At Risk ,Low Risk,South,0,2008 - 75,22.3-33
75,22.3,-33,Yes,"2,267,821","20,200",0,2009, At Risk ,Low Risk,South,0,2009 - 75,22.3-33
75,22.3,-33,Yes,"2,439,226","20,604",0,2010, At Risk ,Low Risk,South,0,2010 - 75,22.3-33
75,22.3,-33,Yes,"2,495,643","21,016","192,924",2011, At Risk ,Low Risk,South,0,2011 - 75,22.3-33
75,22.3,-33,Yes,"2,741,222","21,436",0,2012, At Risk ,Low Risk,South,0,2012 - 75,22.3-33
75,22.3,-33,Yes,"2,988,091","21,865",0,2013, At Risk ,Low Risk,South,0,2013 - 75,22.3-33
75,22.3,-33,Yes,"3,037,992","22,302",0,2014, At Risk ,Low Risk,South,0,2014 - 75,22.3-33
75,22.3,-33,Yes,"3,087,815","22,748",0,2015, At Risk ,Low Risk,South,0,2015 - 75,22.3-33
75,22.3,-33,Yes,"3,137,220","23,203",0,2016, At Risk ,Low Risk,South,0,2016 - 75,22.3-33
76,31.4,-54.8,Yes,"3,249,624","11,120",0,1994, At Risk ,Medium Risk,South,0,1994 - 76,31.4-54.8
76,31.4,-54.8,Yes,"3,322,741","11,343",0,1995, At Risk ,Medium Risk,South,1,1995 - 76,31.4-54.8
76,31.4,-54.8,Yes,"3,378,895","11,570",0,1996, At Risk ,Medium Risk,South,0,1996 - 76,31.4-54.8
76,31.4,-54.8,Yes,"3,437,688","11,801",0,1997, At Risk ,Medium Risk,South,0,1997 - 76,31.4-54.8
76,31.4,-54.8,Yes,"3,506,098","12,037",0,1998, At Risk ,Medium Risk,South,1,1998 - 76,31.4-54.8
76,31.4,-54.8,Yes,"3,574,467","12,278",0,1999, At Risk ,Medium Risk,South,0,1999 - 76,31.4-54.8
76,31.4,-54.8,Yes,"3,654,535","12,523",0,2000, At Risk ,Medium Risk,South,0,2000 - 76,31.4-54.8
76,31.4,-54.8,Yes,"3,734,569","12,774","96,204",2001, At Risk ,Medium Risk,South,1,2001 - 76,31.4-54.8
76,31.4,-54.8,Yes,"3,809,260","13,029",0,2002, At Risk ,Medium Risk,South,0,2002 - 76,31.4-54.8
76,31.4,-54.8,Yes,"3,901,063","13,290","85,454",2003, At Risk ,Medium Risk,South,1,2003 - 76,31.4-54.8
76,31.4,-54.8,Yes,"3,967,381","13,556",0,2004, At Risk ,Medium Risk,South,0,2004 - 76,31.4-54.8
76,31.4,-54.8,Yes,"4,031,653","13,827",0,2005, At Risk ,Medium Risk,South,0,2005 - 76,31.4-54.8
76,31.4,-54.8,Yes,"4,094,547","14,103",0,2006, At Risk ,Medium Risk,South,1,2006 - 76,31.4-54.8
76,31.4,-54.8,Yes,"4,162,516","14,385",0,2007, At Risk ,Medium Risk,South,0,2007 - 76,31.4-54.8
77,31.4,-54.8,Yes,"4,265,330","14,673",0,2008, At Risk ,Medium Risk,South,0,2008 - 77,31.4-54.8
77,31.4,-54.8,Yes,"3,635,543","14,967",0,2009, At Risk ,Medium Risk,South,0,2009 - 77,31.4-54.8
77,31.4,-54.8,Yes,"4,115,314","15,266",0,2010, At Risk ,Medium Risk,South,1,2010 - 77,31.4-54.8
77,31.4,-54.8,Yes,"3,905,839","15,571",0,2011, At Risk ,Medium Risk,South,0,2011 - 77,31.4-54.8
78,31.4,-54.8,Yes,"4,902,206","16,855",0,2015, At Risk ,Medium Risk,South,0,2015 - 78,31.4-54.8
78,31.4,-54.8,Yes,"4,990,936","17,192",0,2016, At Risk ,Medium Risk,South,0,2016 - 78,31.4-54.8
79,15,-83.7,Yes,"238,332","1,598",0,1989, At Risk ,High Risk,South,0,1989 - 79,15-83.7
79,15,-83.7,Yes,"242,884","1,629","31,037",1990, At Risk ,High Risk,South,0,1990 - 79,15-83.7
79,15,-83.7,Yes,"247,815","1,662",0,1991, At Risk ,High Risk,South,0,1991 - 79,15-83.7
79,15,-83.7,Yes,"253,192","1,695",0,1992, At Risk ,High Risk,South,0,1992 - 79,15-83.7
79,15,-83.7,Yes,"258,940","1,729",0,1993, At Risk ,High Risk,South,0,1993 - 79,15-83.7
79,15,-83.7,Yes,"263,704","1,764",0,1994, At Risk ,High Risk,South,1,1994 - 79,15-83.7
79,15,-83.7,Yes,"269,479","1,799",0,1995, At Risk ,High Risk,South,1,1995 - 79,15-83.7
79,15,-83.7,Yes,"274,545","1,835",0,1996, At Risk ,High Risk,South,0,1996 - 79,15-83.7
79,15,-83.7,Yes,"278,938","1,872",0,1997, At Risk ,High Risk,South,0,1997 - 79,15-83.7
79,15,-83.7,Yes,"284,182","1,909",0,1998, At Risk ,High Risk,South,0,1998 - 79,15-83.7
79,15,-83.7,Yes,"290,406","1,947",0,1999, At Risk ,High Risk,South,1,1999 - 79,15-83.7
79,15,-83.7,Yes,"295,517","1,986","19,263",2000, At Risk ,High Risk,South,0,2000 - 79,15-83.7
79,15,-83.7,Yes,"301,043","2,026",0,2001, At Risk ,High Risk,South,1,2001 - 79,15-83.7
79,15,-83.7,Yes,"307,847","2,067",0,2002, At Risk ,High Risk,South,0,2002 - 79,15-83.7
79,15,-83.7,Yes,"313,080","2,108",0,2003, At Risk ,High Risk,South,0,2003 - 79,15-83.7
79,15,-83.7,Yes,"319,373","2,150","3,920",2004, At Risk ,High Risk,South,0,2004 - 79,15-83.7
80,15,-83.7,Yes,"324,291","2,193",0,2005, At Risk ,High Risk,South,1,2005 - 80,15-83.7
80,15,-83.7,Yes,"332,139","2,237",0,2006, At Risk ,High Risk,South,0,2006 - 80,15-83.7
80,15,-83.7,Yes,"338,948","2,282",0,2007, At Risk ,High Risk,South,1,2007 - 80,15-83.7
80,15,-83.7,Yes,"344,100","2,327",0,2008, At Risk ,High Risk,South,1,2008 - 80,15-83.7
80,15,-83.7,Yes,"321,238","2,374",0,2009, At Risk ,High Risk,South,1,2009 - 80,15-83.7
80,15,-83.7,Yes,"347,477","2,421","84,064",2010, At Risk ,High Risk,South,1,2010 - 80,15-83.7
80,15,-83.7,Yes,"350,817","2,470",0,2011, At Risk ,High Risk,South,1,2011 - 80,15-83.7
80,15,-83.7,Yes,"350,499","2,519",0,2012, At Risk ,High Risk,South,0,2012 - 80,15-83.7
80,15,-83.7,Yes,"382,491","2,570","19,143",2013, At Risk ,High Risk,South,0,2013 - 80,15-83.7
80,15,-83.7,Yes,"389,988","2,621",0,2014, At Risk ,High Risk,South,0,2014 - 80,15-83.7
80,15,-83.7,Yes,"399,035","2,673",0,2015, At Risk ,High Risk,South,0,2015 - 80,15-83.7
80,15,-83.7,Yes,"407,016","2,727",0,2016, At Risk ,High Risk,South,0,2016 - 80,15-83.7
81,35.4,-90.9,Yes,"3,557,952","29,196",0,2005, At Risk ,Low Risk,Midwest,1,2005 - 81,35.4-90.9
81,35.4,-90.9,Yes,"3,632,669","29,780",0,2006, At Risk ,Low Risk,Midwest,0,2006 - 81,35.4-90.9
81,35.4,-90.9,Yes,"3,720,943","30,375",0,2007, At Risk ,Low Risk,Midwest,0,2007 - 81,35.4-90.9
81,35.4,-90.9,Yes,"3,813,966","30,983","40,261",2008, At Risk ,Low Risk,Midwest,0,2008 - 81,35.4-90.9
81,35.4,-90.9,Yes,"3,426,370","31,603",0,2009, At Risk ,Low Risk,Midwest,0,2009 - 81,35.4-90.9
81,35.4,-90.9,Yes,"3,621,484","32,235",0,2010, At Risk ,Low Risk,Midwest,0,2010 - 81,35.4-90.9
81,35.4,-90.9,Yes,"3,886,509","32,879",0,2011, At Risk ,Low Risk,Midwest,0,2011 - 81,35.4-90.9
81,35.4,-90.9,Yes,"3,835,144","33,537",0,2012, At Risk ,Low Risk,Midwest,0,2012 - 81,35.4-90.9
81,35.4,-90.9,Yes,"4,211,242","34,208",0,2013, At Risk ,Low Risk,Midwest,0,2013 - 81,35.4-90.9
81,35.4,-90.9,Yes,"4,288,307","34,892",0,2014, At Risk ,Low Risk,Midwest,0,2014 - 81,35.4-90.9
81,35.4,-90.9,Yes,"4,380,506","35,590",0,2015, At Risk ,Low Risk,Midwest,0,2015 - 81,35.4-90.9
81,35.4,-90.9,Yes,"4,449,280","36,301",0,2016, At Risk ,Low Risk,Midwest,0,2016 - 81,35.4-90.9
82,29.6,-51.5,Yes,"922,982","9,884",0,1996, At Risk ,Medium Risk,South,0,1996 - 82,29.6-51.5
82,29.6,-51.5,Yes,"937,842","10,082",0,1997, At Risk ,Medium Risk,South,1,1997 - 82,29.6-51.5
82,29.6,-51.5,Yes,"954,348","10,283",0,1998, At Risk ,Medium Risk,South,1,1998 - 82,29.6-51.5
82,29.6,-51.5,Yes,"975,439","10,489",0,1999, At Risk ,Medium Risk,South,0,1999 - 82,29.6-51.5
82,29.6,-51.5,Yes,"997,776","10,699",0,2000, At Risk ,Medium Risk,South,0,2000 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,019,428","10,913",0,2001, At Risk ,Medium Risk,South,1,2001 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,041,448","11,131",0,2002, At Risk ,Medium Risk,South,1,2002 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,061,964","11,354",0,2003, At Risk ,Medium Risk,South,1,2003 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,084,372","11,581",0,2004, At Risk ,Medium Risk,South,0,2004 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,107,360","11,812",0,2005, At Risk ,Medium Risk,South,0,2005 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,130,615","12,049",0,2006, At Risk ,Medium Risk,South,0,2006 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,154,810","12,290","40,273",2007, At Risk ,Medium Risk,South,1,2007 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,176,751","12,535",0,2008, At Risk ,Medium Risk,South,0,2008 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,151,622","12,786",0,2009, At Risk ,Medium Risk,South,0,2009 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,184,654","13,042",0,2010, At Risk ,Medium Risk,South,1,2010 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,197,781","13,303",0,2011, At Risk ,Medium Risk,South,0,2011 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,234,446","13,569",0,2012, At Risk ,Medium Risk,South,0,2012 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,303,920","13,840",0,2013, At Risk ,Medium Risk,South,0,2013 - 82,29.6-51.5
82,29.6,-51.5,Yes,"1,329,607","14,117",0,2014, At Risk ,Medium Risk,South,0,2014 - 82,29.6-51.5
83,29.6,-51.5,Yes,"1,360,587","14,399",0,2015, At Risk ,Medium Risk,South,0,2015 - 83,29.6-51.5
83,29.6,-51.5,Yes,"1,382,356","14,687",0,2016, At Risk ,Medium Risk,South,0,2016 - 83,29.6-51.5
84,26.3,-37,Yes,"866,308","8,731",0,1988, At Risk ,Low Risk,South,0,1988 - 84,26.3-37
84,26.3,-37,Yes,"882,681","8,905",0,1989, At Risk ,Low Risk,South,0,1989 - 84,26.3-37
84,26.3,-37,Yes,"901,924","9,084",0,1990, At Risk ,Low Risk,South,0,1990 - 84,26.3-37
84,26.3,-37,Yes,"917,527","9,265",0,1991, At Risk ,Low Risk,South,0,1991 - 84,26.3-37
84,26.3,-37,Yes,"940,373","9,450",0,1992, At Risk ,Low Risk,South,0,1992 - 84,26.3-37
84,26.3,-37,Yes,"963,225","9,639",0,1993, At Risk ,Low Risk,South,0,1993 - 84,26.3-37
84,26.3,-37,Yes,"980,081","9,832","20,174",1994, At Risk ,Low Risk,South,0,1994 - 84,26.3-37
84,26.3,-37,Yes,"1,001,153","10,029",0,1995, At Risk ,Low Risk,South,0,1995 - 84,26.3-37
84,26.3,-37,Yes,"1,016,170","10,230",0,1996, At Risk ,Low Risk,South,0,1996 - 84,26.3-37
85,26.3,-37,Yes,"1,052,357","10,643",0,1998, At Risk ,Low Risk,South,1,1998 - 85,26.3-37
85,26.3,-37,Yes,"1,076,772","10,856",0,1999, At Risk ,Low Risk,South,0,1999 - 85,26.3-37
85,26.3,-37,Yes,"1,094,861","11,073",0,2000, At Risk ,Low Risk,South,0,2000 - 85,26.3-37
85,26.3,-37,Yes,"1,118,510","11,294",0,2001, At Risk ,Low Risk,South,0,2001 - 85,26.3-37
85,26.3,-37,Yes,"1,145,690","11,520",0,2002, At Risk ,Low Risk,South,0,2002 - 85,26.3-37
85,26.3,-37,Yes,"1,168,260","11,750",0,2003, At Risk ,Low Risk,South,1,2003 - 85,26.3-37
85,26.3,-37,Yes,"1,188,121","11,985",0,2004, At Risk ,Low Risk,South,0,2004 - 85,26.3-37
85,26.3,-37,Yes,"1,212,834","12,225",0,2005, At Risk ,Low Risk,South,1,2005 - 85,26.3-37
85,26.3,-37,Yes,"1,231,996","12,470",0,2006, At Risk ,Low Risk,South,0,2006 - 85,26.3-37
85,26.3,-37,Yes,"1,258,608","12,719",0,2007, At Risk ,Low Risk,South,0,2007 - 85,26.3-37
85,26.3,-37,Yes,"1,283,276","12,973",0,2008, At Risk ,Low Risk,South,0,2008 - 85,26.3-37
85,26.3,-37,Yes,"1,154,888","13,233",0,2009, At Risk ,Low Risk,South,0,2009 - 85,26.3-37
85,26.3,-37,Yes,"1,065,133","13,498",0,2010, At Risk ,Low Risk,South,0,2010 - 85,26.3-37
85,26.3,-37,Yes,"1,335,162","13,768",0,2011, At Risk ,Low Risk,South,0,2011 - 85,26.3-37
85,26.3,-37,Yes,"1,343,507","14,043",0,2012, At Risk ,Low Risk,South,0,2012 - 85,26.3-37
85,26.3,-37,Yes,"1,420,990","14,324",0,2013, At Risk ,Low Risk,South,0,2013 - 85,26.3-37
85,26.3,-37,Yes,"1,444,010","14,610",0,2014, At Risk ,Low Risk,South,0,2014 - 85,26.3-37
85,26.3,-37,Yes,"1,467,547","14,902",0,2015, At Risk ,Low Risk,South,0,2015 - 85,26.3-37
85,26.3,-37,Yes,"1,494,110","15,201",0,2016, At Risk ,Low Risk,South,0,2016 - 85,26.3-37
86,37.9,-88.7,Yes,"1,280,083","8,836","53,546",1992, At Risk ,Low Risk,Midwest,0,1992 - 86,37.9-88.7
86,37.9,-88.7,Yes,"1,307,349","9,013",0,1993, At Risk ,Low Risk,Midwest,0,1993 - 86,37.9-88.7
86,37.9,-88.7,Yes,"1,332,319","9,193",0,1994, At Risk ,Low Risk,Midwest,0,1994 - 86,37.9-88.7
86,37.9,-88.7,Yes,"1,355,369","9,377",0,1995, At Risk ,Low Risk,Midwest,1,1995 - 86,37.9-88.7
86,37.9,-88.7,Yes,"1,384,102","9,564",0,1996, At Risk ,Low Risk,Midwest,0,1996 - 86,37.9-88.7
86,37.9,-88.7,Yes,"1,407,078","9,756",0,1997, At Risk ,Low Risk,Midwest,0,1997 - 86,37.9-88.7
86,37.9,-88.7,Yes,"1,432,406","9,951",0,1998, At Risk ,Low Risk,Midwest,0,1998 - 86,37.9-88.7
86,37.9,-88.7,Yes,"1,467,930","10,150",0,1999, At Risk ,Low Risk,Midwest,0,1999 - 86,37.9-88.7
86,37.9,-88.7,Yes,"1,493,031","10,353",0,2000, At Risk ,Low Risk,Midwest,0,2000 - 86,37.9-88.7
86,37.9,-88.7,Yes,"1,530,357","10,560",0,2001, At Risk ,Low Risk,Midwest,0,2001 - 86,37.9-88.7
87,37.9,-88.7,Yes,"1,558,975","10,771",0,2002, At Risk ,Low Risk,Midwest,0,2002 - 87,37.9-88.7
87,37.9,-88.7,Yes,"1,583,918","10,987",0,2003, At Risk ,Low Risk,Midwest,0,2003 - 87,37.9-88.7
87,37.9,-88.7,Yes,"1,619,398","11,206",0,2004, At Risk ,Low Risk,Midwest,0,2004 - 87,37.9-88.7
87,37.9,-88.7,Yes,"1,649,357","11,430",0,2005, At Risk ,Low Risk,Midwest,1,2005 - 87,37.9-88.7
87,37.9,-88.7,Yes,"1,676,736","11,659",0,2006, At Risk ,Low Risk,Midwest,0,2006 - 87,37.9-88.7
87,37.9,-88.7,Yes,"1,710,439","11,892",0,2007, At Risk ,Low Risk,Midwest,0,2007 - 87,37.9-88.7
87,37.9,-88.7,Yes,"1,752,686","12,130",0,2008, At Risk ,Low Risk,Midwest,0,2008 - 87,37.9-88.7
87,37.9,-88.7,Yes,"1,679,229","12,373",0,2009, At Risk ,Low Risk,Midwest,0,2009 - 87,37.9-88.7
87,37.9,-88.7,Yes,"1,678,469","12,620",0,2010, At Risk ,Low Risk,Midwest,0,2010 - 87,37.9-88.7
87,37.9,-88.7,Yes,"1,615,982","12,872",0,2011, At Risk ,Low Risk,Midwest,0,2011 - 87,37.9-88.7
87,37.9,-88.7,Yes,"1,803,481","13,130","40,271",2012, At Risk ,Low Risk,Midwest,0,2012 - 87,37.9-88.7
87,37.9,-88.7,Yes,"1,948,198","13,393",0,2013, At Risk ,Low Risk,Midwest,0,2013 - 87,37.9-88.7
87,37.9,-88.7,Yes,"1,979,564","13,660",0,2014, At Risk ,Low Risk,Midwest,0,2014 - 87,37.9-88.7
87,37.9,-88.7,Yes,"2,011,039","13,934",0,2015, At Risk ,Low Risk,Midwest,0,2015 - 87,37.9-88.7
87,37.9,-88.7,Yes,"2,042,612","14,212",0,2016, At Risk ,Low Risk,Midwest,0,2016 - 87,37.9-88.7
88,33,-76.6,Yes,"353,905","2,640",0,1983, At Risk ,High Risk,South,0,1983 - 88,33-76.6
88,33,-76.6,Yes,"360,063","2,693",0,1984, At Risk ,High Risk,South,1,1984 - 88,33-76.6
88,33,-76.6,Yes,"366,976","2,747",0,1985, At Risk ,High Risk,South,1,1985 - 88,33-76.6
88,33,-76.6,Yes,"375,086","2,802",0,1986, At Risk ,High Risk,South,1,1986 - 88,33-76.6
88,33,-76.6,Yes,"382,663","2,858",0,1987, At Risk ,High Risk,South,1,1987 - 88,33-76.6
88,33,-76.6,Yes,"389,283","2,915",0,1988, At Risk ,High Risk,South,1,1988 - 88,33-76.6
88,33,-76.6,Yes,"398,197","2,973",0,1989, At Risk ,High Risk,South,0,1989 - 88,33-76.6
88,33,-76.6,Yes,"406,122","3,032",0,1990, At Risk ,High Risk,South,0,1990 - 88,33-76.6
88,33,-76.6,Yes,"413,432","3,093",0,1991, At Risk ,High Risk,South,1,1991 - 88,33-76.6
88,33,-76.6,Yes,"420,915","3,155",0,1992, At Risk ,High Risk,South,0,1992 - 88,33-76.6
88,33,-76.6,Yes,"428,197","3,218",0,1993, At Risk ,High Risk,South,0,1993 - 88,33-76.6
88,33,-76.6,Yes,"435,733","3,282",0,1994, At Risk ,High Risk,South,1,1994 - 88,33-76.6
88,33,-76.6,Yes,"444,186","3,348",0,1995, At Risk ,High Risk,South,0,1995 - 88,33-76.6
88,33,-76.6,Yes,"451,515","3,415",0,1996, At Risk ,High Risk,South,1,1996 - 88,33-76.6
88,33,-76.6,Yes,"458,649","3,483",0,1997, At Risk ,High Risk,South,0,1997 - 88,33-76.6
88,33,-76.6,Yes,"467,455","3,553",0,1998, At Risk ,High Risk,South,0,1998 - 88,33-76.6
89,33,-76.6,Yes,"476,290","3,624",0,1999, At Risk ,High Risk,South,1,1999 - 89,33-76.6
89,33,-76.6,Yes,"487,197","3,697",0,2000, At Risk ,High Risk,South,0,2000 - 89,33-76.6
89,33,-76.6,Yes,"497,428","3,771",0,2001, At Risk ,High Risk,South,0,2001 - 89,33-76.6
89,33,-76.6,Yes,"505,934","3,846",0,2002, At Risk ,High Risk,South,0,2002 - 89,33-76.6
89,33,-76.6,Yes,"515,598","3,923",0,2003, At Risk ,High Risk,South,1,2003 - 89,33-76.6
89,33,-76.6,Yes,"525,600","4,001",0,2004, At Risk ,High Risk,South,1,2004 - 89,33-76.6
89,33,-76.6,Yes,"536,007","4,081","37,671",2005, At Risk ,High Risk,South,1,2005 - 89,33-76.6
89,33,-76.6,Yes,"548,442","4,163",0,2006, At Risk ,High Risk,South,0,2006 - 89,33-76.6
89,33,-76.6,Yes,"560,234","4,246",0,2007, At Risk ,High Risk,South,1,2007 - 89,33-76.6
89,33,-76.6,Yes,"571,719","4,331",0,2008, At Risk ,High Risk,South,1,2008 - 89,33-76.6
89,33,-76.6,Yes,"472,960","4,418",0,2009, At Risk ,High Risk,South,0,2009 - 89,33-76.6
89,33,-76.6,Yes,"494,838","4,506",0,2010, At Risk ,High Risk,South,0,2010 - 89,33-76.6
89,33,-76.6,Yes,"563,078","4,596",0,2011, At Risk ,High Risk,South,1,2011 - 89,33-76.6
89,33,-76.6,Yes,"583,855","4,688",0,2012, At Risk ,High Risk,South,0,2012 - 89,33-76.6
89,33,-76.6,Yes,"627,199","4,782",0,2013, At Risk ,High Risk,South,0,2013 - 89,33-76.6
89,33,-76.6,Yes,"640,370","4,878",0,2014, At Risk ,High Risk,South,0,2014 - 89,33-76.6
89,33,-76.6,Yes,"655,291","4,975",0,2015, At Risk ,High Risk,South,0,2015 - 89,33-76.6
89,33,-76.6,Yes,"665,710","5,075",0,2016, At Risk ,High Risk,South,0,2016 - 89,33-76.6
90,10.3,-27.4,Yes,"1,708,916","14,616",0,2002, At Risk ,Medium Risk,South,0,2002 - 90,10.3-27.4
90,10.3,-27.4,Yes,"1,743,265","14,909",0,2003, At Risk ,Medium Risk,South,0,2003 - 90,10.3-27.4
90,10.3,-27.4,Yes,"1,770,983","15,207",0,2004, At Risk ,Medium Risk,South,1,2004 - 90,10.3-27.4
90,10.3,-27.4,Yes,"1,807,111","15,511",0,2005, At Risk ,Medium Risk,South,0,2005 - 90,10.3-27.4
90,10.3,-27.4,Yes,"1,840,182","15,821","73,046",2006, At Risk ,Medium Risk,South,0,2006 - 90,10.3-27.4
90,10.3,-27.4,Yes,"1,877,537","16,138",0,2007, At Risk ,Medium Risk,South,0,2007 - 90,10.3-27.4
90,10.3,-27.4,Yes,"1,914,525","16,461",0,2008, At Risk ,Medium Risk,South,0,2008 - 90,10.3-27.4
90,10.3,-27.4,Yes,"1,624,568","16,735",0,"2,009", At Risk ,Medium Risk,South,0,2009 - 90,10.3-27.4
91,10.3,-27.4,Yes,"1,675,742","17,126",0,2010, At Risk ,Medium Risk,South,0,2010 - 91,10.3-27.4
91,10.3,-27.4,Yes,"1,936,752","17,468",0,2011, At Risk ,Medium Risk,South,1,2011 - 91,10.3-27.4
91,10.3,-27.4,Yes,"1,954,973","17,817",0,2012, At Risk ,Medium Risk,South,0,2012 - 91,10.3-27.4
91,10.3,-27.4,Yes,"2,107,959","18,174",0,2013, At Risk ,Medium Risk,South,0,2013 - 91,10.3-27.4
91,10.3,-27.4,Yes,"2,147,588","18,537",0,2014, At Risk ,Medium Risk,South,0,2014 - 91,10.3-27.4
